"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-12-31,"10025","NY","New York-Newark-Jersey City","New York County","New York",0,3870,-0.01,0.0146,0.1288,30565
2019-12-31,"10023","NY","New York-Newark-Jersey City","New York County","New York",1,4180,-0.0107,0.0294,0.0908,36095
2019-12-31,"77494","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",2,1780,0.004,0.0094,-0.0026,43041
2019-12-31,"60614","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3,2330,-0.0191,-0.0418,0.0227,35617
2019-12-31,"77449","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",4,1470,0.0188,0.0313,0.0181,41089
2019-12-31,"10002","NY","New York-Newark-Jersey City","New York County","New York",5,3630,-0.0274,-0.0365,0.1171,12427
2019-12-31,"77084","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",6,1440,0.0125,0.0205,0.0108,31000
2019-12-31,"79936","TX","El Paso","El Paso County","El Paso",7,980,0.0154,0.0341,0.0086,32457
2019-12-31,"60640","IL","Chicago-Naperville-Elgin","Cook County","Chicago",8,1650,0.0036,-0.0061,0.0165,21696
2019-12-31,"10467","NY","New York-Newark-Jersey City","Bronx County","New York",9,1790,0.0015,0.0426,0.0558,11449
2019-12-31,"78660","TX","Austin-Round Rock","Travis County","Pflugerville",10,1550,0.0218,0.0349,0.0612,35713
2019-12-31,"94109","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",11,4450,0.0034,-0.0055,0.0241,9970
2019-12-31,"10016","NY","New York-Newark-Jersey City","New York County","New York",12,3380,-0.0147,0.0151,0.0699,30876
2019-12-31,"37013","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",13,1330,-0.0019,-0.0024,-0.028,28482
2019-12-31,"60647","IL","Chicago-Naperville-Elgin","Cook County","Chicago",14,1890,-0.011,-0.0454,-0.0043,22495
2019-12-31,"11201","NY","New York-Newark-Jersey City","Kings County","New York",15,3060,0.0203,0.0436,0.1241,27386
2019-12-31,"11235","NY","New York-Newark-Jersey City","Kings County","New York",16,2050,-0.0292,-0.0059,0.0053,30266
2019-12-31,"11375","NY","New York-Newark-Jersey City","Queens County","New York",17,2080,-0.0172,0.0228,0.0197,43417
2019-12-31,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Hawthorne",18,2590,-0.016,-0.0066,0.006,15057
2019-12-31,"78130","TX","San Antonio-New Braunfels","Comal County","New Braunfels",19,1390,0.0056,0.0098,-0.0032,30814
2019-12-31,"37211","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",20,1370,0.0025,0.0061,0.0065,25015
2019-12-31,"10029","NY","New York-Newark-Jersey City","New York County","New York",21,3220,0.0128,-0.0045,0.0393,7697
2019-12-31,"10009","NY","New York-Newark-Jersey City","New York County","New York",22,3430,-0.0168,-0.0493,0.0506,7573
2019-12-31,"77573","TX","Houston-The Woodlands-Sugar Land","Galveston County","League City",23,1340,-0.0014,-0.0099,-0.046,33161
2019-12-31,"60618","IL","Chicago-Naperville-Elgin","Cook County","Chicago",24,1790,-0.0002,-0.0375,-0.0056,22182
2019-12-31,"77584","TX","Houston-The Woodlands-Sugar Land","Brazoria County","Pearland",25,1580,0.0128,-0.0065,-0.0297,29384
2019-12-31,"20002","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",26,2310,-0.0118,-0.0023,0.0206,26713
2019-12-31,"10128","NY","New York-Newark-Jersey City","New York County","New York",27,3760,-0.0069,0.0019,0.0309,25116
2019-12-31,"28269","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",28,1310,0.0031,0.014,0.0538,29430
2019-12-31,"78613","TX","Austin-Round Rock","Williamson County","Cedar Park",29,1530,-0.0078,0.0137,-0.0095,30499
2019-12-31,"77433","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",30,1540,0.0011,0.0201,0.0181,39403
2019-12-31,"78572","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",31,830,-0.002,0.0078,-0.021,21734
2019-12-31,"30349","GA","Atlanta-Sandy Springs-Roswell","Clayton County","Riverdale",32,1210,0.0146,0.0205,0.0419,30564
2019-12-31,"79912","TX","El Paso","El Paso County","El Paso",33,1140,-0.0001,0.0044,0.0078,23043
2019-12-31,"75052","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",34,1370,0.0229,0.0274,0.0244,29967
2019-12-31,"94565","CA","San Francisco-Oakland-Hayward","Contra Costa County","Pittsburg",35,2320,-0.0021,0.0095,0.041,47498
2019-12-31,"37042","TN","Clarksville","Montgomery County","Clarksville",36,910,-0.0002,0.0354,0.0182,30356
2019-12-31,"11206","NY","New York-Newark-Jersey City","Kings County","New York",37,2730,0.0172,0.0176,0.0564,11573
2019-12-31,"73099","OK","Oklahoma City","Canadian County","Yukon",38,1160,0.0009,0.006,-0.0048,29526
2019-12-31,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",39,3230,0.0035,0.009,0.0289,12860
2019-12-31,"20009","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",40,2620,-0.0054,0.0039,0.0199,21037
2019-12-31,"77429","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",41,1360,0.011,0.0112,-0.0739,33155
2019-12-31,"78245","TX","San Antonio-New Braunfels","Bexar County","San Antonio",42,1240,0.0065,-0.0016,-0.022,30276
2019-12-31,"77479","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Sugar Land",43,1780,0.0041,0.0055,-0.028,30594
2019-12-31,"10462","NY","New York-Newark-Jersey City","Bronx County","New York",44,1830,0.029,0.0746,0.0954,10473
2019-12-31,"10456","NY","New York-Newark-Jersey City","Bronx County","New York",45,2010,0.0196,0.0549,0.1465,3913
2019-12-31,"60613","IL","Chicago-Naperville-Elgin","Cook County","Chicago",46,1710,-0.0121,-0.0266,0.0004,25660
2019-12-31,"30044","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",47,1410,0.0056,0.018,0.0113,30586
2019-12-31,"10019","NY","New York-Newark-Jersey City","New York County","New York",48,3800,-0.0141,0.0045,0.0415,21742
2019-12-31,"63376","MO","St. Louis","Saint Charles County","Saint Peters",49,1230,0.0233,0.0346,0.0251,30020
2019-12-31,"28277","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",50,1630,0.0076,0.0366,0.0407,29975
2019-12-31,"60625","IL","Chicago-Naperville-Elgin","Cook County","Chicago",51,1680,-0.0025,-0.0169,0.0023,16085
2019-12-31,"30043","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",52,1510,0.016,0.0196,0.0016,30712
2019-12-31,"11230","NY","New York-Newark-Jersey City","Kings County","New York",53,2150,0.0174,0.0182,0.06,17840
2019-12-31,"11212","NY","New York-Newark-Jersey City","Kings County","New York",54,2140,-0.0167,0.0266,0.0144,7731
2019-12-31,"77036","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",55,1190,0.0121,0.0206,-0.0013,11570
2019-12-31,"10463","NY","New York-Newark-Jersey City","New York County","New York",56,2060,0.0071,0.0177,0.0732,22872
2019-12-31,"60629","IL","Chicago-Naperville-Elgin","Cook County","Chicago",57,1350,0.0144,-0.001,0.013,21752
2019-12-31,"30096","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Duluth",58,1490,0.0085,0.0322,0.0235,19909
2019-12-31,"11221","NY","New York-Newark-Jersey City","Kings County","New York",59,2540,0.0052,0.0113,0.0313,20366
2019-12-31,"07030","NJ","New York-Newark-Jersey City","Hudson County","Hoboken",60,2580,-0.0033,0.0061,0.0056,22216
2019-12-31,"98052","WA","Seattle-Tacoma-Bellevue","King County","Redmond",61,2350,0.0028,-0.01,0.0398,26664
2019-12-31,"30024","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Suwanee",62,1630,0.0012,0.0016,-0.0169,31479
2019-12-31,"60610","IL","Chicago-Naperville-Elgin","Cook County","Chicago",63,2120,-0.02,-0.01,-0.0024,29510
2019-12-31,"78704","TX","Austin-Round Rock","Travis County","Austin",64,1910,0.006,0.02,0.0485,20422
2019-12-31,"77077","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",65,1420,0.0065,0.0196,-0.0166,17971
2019-12-31,"85032","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",66,1480,0.0058,0.0312,0.074,23725
2019-12-31,"77379","TX","Houston-The Woodlands-Sugar Land","Harris County","Spring",67,1430,0.017,0.0303,0.0257,29215
2019-12-31,"75287","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",68,1390,0.007,0.0096,-0.0325,10335
2019-12-31,"78666","TX","Austin-Round Rock","Hays County","San Marcos",69,1350,0.0022,-0.0111,-0.0345,12625
2019-12-31,"21234","MD","Baltimore-Columbia-Towson","Baltimore County","Parkville",70,1450,-0.0047,0.0058,-0.0165,20939
2019-12-31,"33160","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Sunny Isles Beach",71,2450,0.0087,-0.0103,-0.0318,49052
2019-12-31,"23464","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",72,1480,0.0054,0.0183,0.0076,26056
2019-12-31,"34787","FL","Orlando-Kissimmee-Sanford","Orange County","Winter Garden",73,1440,-0.003,0.0028,0.0226,27942
2019-12-31,"78521","TX","Brownsville-Harlingen","Cameron County","Brownsville",74,870,0.0138,0.0406,0.032,20496
2019-12-31,"08701","NJ","New York-Newark-Jersey City","Ocean County","Lakewood Township",75,1830,0.0004,0.0038,0.0254,24910
2019-12-31,"75243","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",76,1170,-0.0123,0.002,-0.0244,15116
2019-12-31,"11214","NY","New York-Newark-Jersey City","Kings County","New York",77,2140,0.0023,0.0191,0.0359,19381
2019-12-31,"28027","NC","Charlotte-Concord-Gastonia","Cabarrus County","Concord",78,1280,0.0024,0.0096,-0.007,24629
2019-12-31,"11207","NY","New York-Newark-Jersey City","Kings County","New York",79,2370,0.0188,0.0472,0.0409,15524
2019-12-31,"94501","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",80,3310,0.0052,0.0213,0.0347,14784
2019-12-31,"02169","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",81,2160,-0.0119,-0.0003,0.0312,18602
2019-12-31,"33411","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Royal Palm Beach",82,1600,0.0134,0.0365,0.0376,32818
2019-12-31,"11229","NY","New York-Newark-Jersey City","Kings County","New York",83,2120,-0.0074,0.0188,0.0342,22264
2019-12-31,"60619","IL","Chicago-Naperville-Elgin","Cook County","Chicago",84,1260,0.0183,0.0236,-0.0065,17152
2019-12-31,"78745","TX","Austin-Round Rock","Travis County","Austin",85,1560,0.0039,0.028,0.0754,21941
2019-12-31,"94110","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",86,4330,-0.0072,-0.0205,-0.0004,10512
2019-12-31,"23462","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",87,1420,0.0089,0.0232,0.0248,23684
2019-12-31,"33025","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",88,1610,-0.0082,0.0152,0.0342,29764
2019-12-31,"10458","NY","New York-Newark-Jersey City","Bronx County","New York",89,1810,0.0044,0.0485,0.1022,4581
2019-12-31,"75067","TX","Dallas-Fort Worth-Arlington","Denton County","Lewisville",90,1450,-0.0129,-0.002,-0.055,15486
2019-12-31,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",91,3160,-0.0056,0.0002,0.0308,8118
2019-12-31,"80134","CO","Denver-Aurora-Lakewood","Douglas County","Parker",92,2050,0.0058,0.0075,0.0185,25734
2019-12-31,"33139","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",93,2270,0.0012,-0.0079,-0.001,43100
2019-12-31,"60611","IL","Chicago-Naperville-Elgin","Cook County","Chicago",94,2180,-0.0231,-0.0186,-0.0101,35783
2019-12-31,"95630","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Folsom",95,1870,-0.0056,0.0064,0.0255,24310
2019-12-31,"48197","MI","Ann Arbor","Washtenaw County","Ypsilanti",96,1330,-0.0017,-0.0173,-0.0877,16721
2019-12-31,"44107","OH","Cleveland-Elyria","Cuyahoga County","Lakewood",97,1090,-0.0015,-0.0024,0.0212,19019
2019-12-31,"66062","KS","Kansas City","Johnson County","Olathe",98,1290,-0.0047,0.0018,0.012,24496
2019-12-31,"11211","NY","New York-Newark-Jersey City","Kings County","New York",99,3060,0.0042,0.0037,0.0916,11586
2019-12-31,"44035","OH","Cleveland-Elyria","Lorain County","Elyria",100,800,-0.0214,0.0069,-0.0088,22314
2019-12-31,"85281","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tempe",101,1480,0.0027,0.022,0.0781,16978
2019-12-31,"11377","NY","New York-Newark-Jersey City","Queens County","New York",102,2150,0.0072,0.0147,0.0028,19036
2019-12-31,"10453","NY","New York-Newark-Jersey City","Bronx County","New York",103,1860,-0.0003,0.0334,0.0901,2227
2019-12-31,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",104,2230,-0.0035,0.01,0.0148,16507
2019-12-31,"07302","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",105,2510,-0.0065,-0.0028,0.0119,15365
2019-12-31,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Norwalk",106,2380,0.0036,0.0117,0.0236,23597
2019-12-31,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",107,2290,-0.0037,-0.0089,-0.0119,14807
2019-12-31,"85710","AZ","Tucson","Pima County","Tucson",108,1190,-0.0019,0.0122,0.0561,18319
2019-12-31,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange County","Westminster",109,2670,0.0118,0.0081,0.0133,18767
2019-12-31,"85225","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",110,1450,0.0044,0.0402,0.0824,23109
2019-12-31,"30281","GA","Atlanta-Sandy Springs-Roswell","Henry County","Stockbridge",111,1300,0.0068,0.0358,0.055,23756
2019-12-31,"37075","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Hendersonville",112,1500,0.0075,0.0309,0.0074,24905
2019-12-31,"11355","NY","New York-Newark-Jersey City","Queens County","New York",113,2090,-0.0213,-0.0042,-0.0072,21981
2019-12-31,"11238","NY","New York-Newark-Jersey City","Kings County","New York",114,2750,0.0031,0.0265,0.0738,16786
2019-12-31,"78641","TX","Austin-Round Rock","Williamson County","Leander",115,1540,0.0005,0.0378,0.054,30970
2019-12-31,"10314","NY","New York-Newark-Jersey City","Richmond County","New York",116,2170,0.007,0.0422,0.0766,29275
2019-12-31,"19143","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",117,1200,0.0011,0.003,0.0309,24351
2019-12-31,"79938","TX","El Paso","El Paso County","El Paso",118,960,0.0155,-0.0126,-0.0282,32078
2019-12-31,"91709","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino Hills",119,2390,0.0023,0.0139,0.0118,24288
2019-12-31,"11215","NY","New York-Newark-Jersey City","Kings County","New York",120,2670,0.0052,-0.0009,0.0653,25590
2019-12-31,"10452","NY","New York-Newark-Jersey City","Bronx County","New York",121,1920,0.0109,0.0295,0.1321,2205
2019-12-31,"60617","IL","Chicago-Naperville-Elgin","Cook County","Chicago",122,1220,0.0047,-0.0077,-0.0109,21561
2019-12-31,"87114","NM","Albuquerque","Bernalillo County","Albuquerque",123,1230,0.008,0.0422,0.0428,23332
2019-12-31,"32210","FL","Jacksonville","Duval County","Jacksonville",124,1140,0.0072,0.0496,0.0762,22209
2019-12-31,"43081","OH","Columbus","Franklin County","Westerville",125,1370,0.0149,0.0253,-0.0011,22541
2019-12-31,"94558","CA","Napa","Napa County","Napa",126,2930,0.0009,0.0005,-0.0004,21608
2019-12-31,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",127,2850,0.0055,0.0046,0.0327,11152
2019-12-31,"76063","TX","Dallas-Fort Worth-Arlington","Tarrant County","Mansfield",128,1480,0.0048,0.0339,0.0215,23191
2019-12-31,"77459","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Missouri City",129,1800,0.0113,0.041,0.0274,27022
2019-12-31,"91910","CA","San Diego-Carlsbad","San Diego County","Chula Vista",130,2440,0.004,0.011,0.0578,17173
2019-12-31,"27587","NC","Raleigh","Wake County","Wake Forest",131,1390,0.0007,0.0073,0.0051,28469
2019-12-31,"30040","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",132,1750,-0.0009,0.0139,0.0091,29704
2019-12-31,"93722","CA","Fresno","Fresno County","Fresno",133,1270,-0.0088,0.0003,0.0342,22563
2019-12-31,"97229","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",134,1700,-0.0062,0.0132,0.0426,23216
2019-12-31,"06010","CT","Hartford-West Hartford-East Hartford","Hartford County","Bristol",135,1200,0.0036,0.0139,-0.0076,39132
2019-12-31,"17603","PA","Lancaster","Lancaster County","Lancaster Township",136,1210,0.0069,0.024,0.0233,23398
2019-12-31,"76028","TX","Dallas-Fort Worth-Arlington","Johnson County","Burleson",137,1260,-0.0144,0.0375,0.0271,25399
2019-12-31,"33908","FL","Cape Coral-Fort Myers","Lee County","Fort Myers",138,1800,-0.0048,0.0255,0.0237,25526
2019-12-31,"43123","OH","Columbus","Franklin County","Grove City",139,1230,-0.0032,0.0027,-0.0337,23761
2019-12-31,"75056","TX","Dallas-Fort Worth-Arlington","Denton County","The Colony",140,1610,0.0017,0.0369,0.0398,21156
2019-12-31,"89108","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",141,1240,-0.0001,0.019,0.0598,22817
2019-12-31,"85308","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Glendale",142,1460,-0.0045,0.0295,0.0719,24642
2019-12-31,"78577","TX","McAllen-Edinburg-Mission","Hidalgo County","Pharr",143,850,0.0124,0.0196,-0.0181,17589
2019-12-31,"78240","TX","San Antonio-New Braunfels","Bexar County","San Antonio",144,1300,0.0036,0.0038,-0.0107,14809
2019-12-31,"94533","CA","Vallejo-Fairfield","Solano County","Fairfield",145,2050,0.0029,0.0089,0.064,19975
2019-12-31,"87111","NM","Albuquerque","Bernalillo County","Albuquerque",146,1270,0.002,0.0219,0.0374,20328
2019-12-31,"14850","NY","Ithaca","Tompkins County","Town Of Ithaca",147,1540,0.0027,-0.0061,-0.0421,13922
2019-12-31,"33024","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pembroke Pines",148,1580,-0.0188,-0.0074,-0.0048,28325
2019-12-31,"98012","WA","Seattle-Tacoma-Bellevue","Snohomish County","Bothell",149,2190,-0.0089,-0.0135,-0.0058,27655
2019-12-31,"48180","MI","Detroit-Warren-Dearborn","Wayne County","Taylor",150,970,0.0014,0.0177,0.0168,21986
2019-12-31,"77845","TX","College Station-Bryan","Brazos County","College Station",151,1210,0.015,0.0232,0.0325,24857
2019-12-31,"30318","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",152,1670,0.0009,0.021,0.0393,22773
2019-12-31,"44060","OH","Cleveland-Elyria","Lake County","Mentor",153,1220,0.0093,0.0281,0.0259,25534
2019-12-31,"85364","AZ","Yuma","Yuma County","Yuma",154,950,0.0197,0.0425,0.0438,19598
2019-12-31,"95608","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Carmichael",155,1810,-0.002,0.0108,0.0288,18608
2019-12-31,"43055","OH","Columbus","Licking County","Newark",156,950,-0.01,-0.0028,0.0844,21974
2019-12-31,"11385","NY","New York-Newark-Jersey City","Queens County","New York",157,2210,0.0045,0.0098,0.0196,20321
2019-12-31,"33647","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",158,1410,0.0109,0.0131,-0.0089,25004
2019-12-31,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Niguel",159,2930,-0.0012,-0.0004,0.0143,27299
2019-12-31,"44256","OH","Cleveland-Elyria","Medina County","Medina",160,1360,0.0022,0.0015,0.0383,24198
2019-12-31,"02148","MA","Boston-Cambridge-Newton","Middlesex County","Malden",161,2350,0.0029,-0.0207,0.0327,15151
2019-12-31,"80013","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",162,1610,0.0036,0.0061,0.0137,26845
2019-12-31,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",163,3410,-0.0094,-0.0002,0.0215,13549
2019-12-31,"20906","MD","Washington-Arlington-Alexandria","Montgomery County","Silver Spring",164,1900,-0.0045,0.0255,0.0729,25999
2019-12-31,"47906","IN","Lafayette-West Lafayette","Tippecanoe County","West Lafayette",165,1240,-0.0167,0.0492,0.0158,14473
2019-12-31,"65807","MO","Springfield","Greene County","Springfield",166,780,0.0077,0.0458,0.0467,17120
2019-12-31,"06902","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",167,2230,0.0067,0.0128,0.0158,33556
2019-12-31,"45011","OH","Cincinnati","Butler County","Hamilton",168,960,-0.0018,0.0104,-0.0061,23222
2019-12-31,"30188","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Woodstock",169,1530,0.008,0.0352,0.058,26689
2019-12-31,"92336","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",170,2060,0.0099,0.0166,0.0441,28310
2019-12-31,"10468","NY","New York-Newark-Jersey City","Bronx County","New York",171,1800,0.0052,0.03,0.0621,4770
2019-12-31,"11373","NY","New York-Newark-Jersey City","Queens County","New York",172,2060,-0.0147,-0.0041,-0.011,19330
2019-12-31,"65203","MO","Columbia","Boone County","Columbia",173,1000,0.0013,0.0014,0.0191,23188
2019-12-31,"28078","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Huntersville",174,1410,0.0144,0.0187,0.0589,24967
2019-12-31,"60620","IL","Chicago-Naperville-Elgin","Cook County","Chicago",175,1260,0.01,0.0276,0.0114,16716
2019-12-31,"46307","IN","Chicago-Naperville-Elgin","Lake County","Crown Point",176,1290,0.013,0.0031,0.0376,25911
2019-12-31,"95823","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",177,1660,0.0053,0.0312,0.0556,17934
2019-12-31,"92345","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Hesperia",178,1410,0.006,0.0228,0.0524,25945
2019-12-31,"27610","NC","Raleigh","Wake County","Raleigh",179,1210,0.0062,0.03,0.0356,22652
2019-12-31,"34135","FL","Cape Coral-Fort Myers","Lee County","Bonita Springs",180,1830,-0.0145,-0.0267,-0.0229,27637
2019-12-31,"87120","NM","Albuquerque","Bernalillo County","Albuquerque",181,1150,-0.0239,0.0013,0.0043,23868
2019-12-31,"27410","NC","Greensboro-High Point","Guilford County","Greensboro",182,1080,0.0097,0.0558,0.0536,19667
2019-12-31,"75035","TX","Dallas-Fort Worth-Arlington","Collin County","Frisco",183,1830,-0.0075,-0.0371,-0.0236,27932
2019-12-31,"98103","WA","Seattle-Tacoma-Bellevue","King County","Seattle",184,2100,0.0023,-0.0241,0.0049,19256
2019-12-31,"77450","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Cinco Ranch",185,1610,-0.0027,0.019,0.038,21748
2019-12-31,"95747","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",186,2060,-0.0157,-0.0272,0.0143,26026
2019-12-31,"89121","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",187,1330,0.0018,0.0148,0.0418,18804
2019-12-31,"27406","NC","Greensboro-High Point","Guilford County","Greensboro",188,830,0.0046,0.0308,0.0199,19858
2019-12-31,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",189,2400,-0.0064,0.0092,0.0221,15059
2019-12-31,"08753","NJ","New York-Newark-Jersey City","Ocean County","Toms River",190,1880,0.0094,0.0109,-0.0007,25191
2019-12-31,"75228","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",191,1260,0.0234,0.0212,0.0312,16841
2019-12-31,"92126","CA","San Diego-Carlsbad","San Diego County","San Diego",192,2480,0.0017,0.0035,0.0233,22876
2019-12-31,"60634","IL","Chicago-Naperville-Elgin","Cook County","Chicago",193,1620,-0.0187,-0.0244,0.0065,21474
2019-12-31,"20011","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",194,2030,-0.0165,-0.0199,0.0129,19072
2019-12-31,"43130","OH","Columbus","Fairfield County","Lancaster",195,1060,-0.0027,-0.0532,0.0396,20347
2019-12-31,"92503","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",196,2070,0.0061,0.0188,0.0562,21582
2019-12-31,"91911","CA","San Diego-Carlsbad","San Diego County","Chula Vista",197,2350,0.0092,0.0148,0.0502,16482
2019-12-31,"29732","SC","Charlotte-Concord-Gastonia","York County","Rock Hill",198,1120,0.0186,0.0275,0.0361,3004
2019-12-31,"32218","FL","Jacksonville","Duval County","Jacksonville",199,1140,0.0019,0.0475,0.0925,21925
2019-12-31,"22191","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",200,1860,-0.005,0.0064,0.0026,21411
2019-12-31,"28314","NC","Fayetteville","Cumberland County","Fayetteville",201,860,0.003,0.0235,-0.0042,20492
2019-12-31,"32256","FL","Jacksonville","Duval County","Jacksonville",202,1300,-0.0069,0.0105,0.0093,18974
2019-12-31,"11233","NY","New York-Newark-Jersey City","Kings County","New York",203,2400,0.0108,0.0154,0.0338,13923
2019-12-31,"23320","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",204,1470,-0.001,0.0124,-0.0005,23952
2019-12-31,"40475","KY","Richmond-Berea","Madison County","Richmond",205,880,0.0055,0.0486,0.0234,7073
2019-12-31,"92101","CA","San Diego-Carlsbad","San Diego County","San Diego",206,2700,-0.0121,-0.0104,0.0052,23499
2019-12-31,"90019","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",207,2900,0.0084,0.0161,0.0573,10731
2019-12-31,"34711","FL","Orlando-Kissimmee-Sanford","Lake County","Clermont",208,1480,0,0.0303,0.0147,25576
2019-12-31,"30052","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Loganville",209,1390,-0.0058,-0.0063,-0.0014,28235
2019-12-31,"38401","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County","Columbia",210,1200,-0.0141,-0.0565,0.0352,22208
2019-12-31,"77095","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",211,1420,0.0115,0.0112,-0.0142,21567
2019-12-31,"07002","NJ","New York-Newark-Jersey City","Hudson County","Bayonne",212,1880,0.0005,-0.0079,-0.0175,13110
2019-12-31,"30041","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",213,1850,0.0017,0.0074,0.0181,27714
2019-12-31,"60016","IL","Chicago-Naperville-Elgin","Cook County","Des Plaines",214,1510,-0.0093,0.0025,0.0024,23636
2019-12-31,"33009","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hallandale",215,1750,-0.0026,0.0101,0.0016,33491
2019-12-31,"94536","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",216,3000,-0.0004,-0.0028,0.0042,19706
2019-12-31,"89052","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",217,1570,0.0015,0.0073,0.039,28526
2019-12-31,"74012","OK","Tulsa","Tulsa County","Broken Arrow",218,900,-0.0038,0.0146,0.0093,22199
2019-12-31,"10457","NY","New York-Newark-Jersey City","Bronx County","New York",219,1780,0.0256,0.036,0.0344,3747
