"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-12-31,"21797","MD","Baltimore-Columbia-Towson","Howard County","Woodbine",8736,2090,0.0248,-0.0011,0.0297,3177
2019-12-31,"43543","OH",,"Williams County","Montpelier",8737,870,0.0116,0.012,0.0287,3249
2019-12-31,"19095","PA","Philadelphia-Camden-Wilmington","Montgomery County","Abington Township",8738,1790,0.0063,-0.0019,0.0134,2052
2019-12-31,"25306","WV","Charleston","Kanawha County","Coal Fork",8739,740,0.0183,0.02,-0.0673,2208
2019-12-31,"17554","PA","Lancaster","Lancaster County","Mountville",8740,1260,0.0001,0.0258,0.022,2692
2019-12-31,"90040","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Commerce",8741,2300,-0.0068,0.0172,0.0087,2301
2019-12-31,"27954","NC","Kill Devil Hills","Dare County","Manteo",8742,1530,0.0107,0.0237,0.1039,4029
2019-12-31,"08884","NJ","New York-Newark-Jersey City","Middlesex County","Spotswood",8743,1760,0.0105,0.0121,0.025,2775
2019-12-31,"01543","MA","Worcester","Worcester County","Rutland",8744,1320,-0.0097,-0.0091,-0.0018,3358
2019-12-31,"94710","CA","San Francisco-Oakland-Hayward","Alameda County","Berkeley",8745,3010,0.0002,-0.0305,-0.0107,1966
2019-12-31,"49841","MI","Marquette","Marquette County","Gwinn",8746,950,-0.0147,-0.0461,0.0825,3040
2019-12-31,"31537","GA",,"Charlton County","Folkston",8747,960,-0.0101,0.0036,-0.0331,2134
2019-12-31,"95436","CA","Santa Rosa","Sonoma County","Forestville",8748,2540,0.0024,0.0025,0.0079,2518
2019-12-31,"74331","OK",,"Delaware County","Afton",8749,960,0.0152,0.0356,0.0872,4804
2019-12-31,"49404","MI","Grand Rapids-Wyoming","Ottawa County","Coopersville",8750,1210,-0.0187,-0.0163,0.0512,1317
2019-12-31,"67210","KS","Wichita","Sedgwick County","Wichita",8751,790,0.0081,0.0273,0.0195,2096
2019-12-31,"91020","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","La Crescenta-Montrose",8752,2810,0.0069,0.0273,0.0273,1864
2019-12-31,"95446","CA","Santa Rosa","Sonoma County","Guerneville",8753,2380,-0.0106,0.0008,-0.0278,3152
2019-12-31,"28040","NC","Forest City","Rutherford County","Ellenboro",8754,1090,-0.0268,0.0313,-0.0315,3171
2019-12-31,"47872","IN",,"Parke County","Rockville",8755,930,-0.0096,-0.0059,0.0685,3137
2019-12-31,"71667","AR","Pine Bluff","Lincoln County","Star City",8756,750,-0.0106,0.0141,0.0257,2060
2019-12-31,"17345","PA","York-Hanover","York County","Manchester",8757,1100,-0.0016,0.0062,-0.0086,2453
2019-12-31,"59804","MT","Missoula","Missoula County","Missoula",8758,1550,-0.0017,0.0018,0.0933,2510
2019-12-31,"03901","ME","Portland-South Portland","York County","Berwick",8759,1410,-0.0061,-0.0357,-0.026,2633
2019-12-31,"08848","NJ","New York-Newark-Jersey City","Hunterdon County","Milford",8760,1740,-0.0104,-0.0422,-0.0545,3434
2019-12-31,"31302","GA","Savannah","Effingham County","Bloomingdale",8761,1280,-0.029,-0.0468,0.0315,2409
2019-12-31,"28586","NC","New Bern","Craven County","Vanceboro",8762,950,0.0007,0.0144,0.0023,1660
2019-12-31,"38544","TN","Cookeville","Putnam County","Baxter",8763,970,0.0054,0.0283,0.106,2710
2019-12-31,"66749","KS",,"Allen County","Iola",8764,770,-0.0069,0.0053,-0.007,3179
2019-12-31,"67110","KS","Wichita","Sedgwick County","Mulvane",8765,850,-0.0051,0.0252,-0.0111,3122
2019-12-31,"04002","ME","Portland-South Portland","York County","Lyman",8766,1430,-0.0121,-0.0111,0.0109,3066
2019-12-31,"41008","KY",,"Carroll County","Carrollton",8767,1000,0.0071,0.0422,0.0683,1470
2019-12-31,"56573","MN","Fergus Falls","Otter Tail County","Perham",8768,950,0.0076,0.0102,0.0453,3141
2019-12-31,"24228","VA","Big Stone Gap","Dickenson County","Clintwood",8769,970,-0.0186,-0.0547,-0.0239,1729
2019-12-31,"15367","PA","Pittsburgh","Washington County","Peters Township",8770,1300,-0.0118,-0.0401,-0.0993,3690
2019-12-31,"78834","TX",,"Dimmit County","Carrizo Springs",8771,1200,0.0081,0.0308,0.041,1511
2019-12-31,"15222","PA","Pittsburgh","Allegheny County","Pittsburgh",8772,1480,0.0151,0.0674,0.0647,1142
2019-12-31,"36089","AL",,"Bullock County","Union Springs",8773,810,-0.0024,0.0266,-0.0193,1450
2019-12-31,"06471","CT","New Haven-Milford","New Haven County","North Branford",8774,1400,0.0197,0.0152,0.0106,2867
2019-12-31,"43764","OH","Columbus","Perry County","New Lexington",8775,850,-0.0046,0.0344,0.0185,2307
2019-12-31,"29666","SC","Greenwood","Greenwood County","Ninety Six",8776,870,-0.0039,0.0135,0.0386,2508
2019-12-31,"11565","NY","New York-Newark-Jersey City","Nassau County","Malverne",8777,2510,-0.0099,-0.0128,0.0143,3582
2019-12-31,"33128","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",8778,1670,-0.0004,-0.0118,0.0211,1459
2019-12-31,"75789","TX","Tyler","Smith County","Troup",8779,1230,0.0074,0.0145,0.0583,2445
2019-12-31,"39556","MS","Gulfport-Biloxi-Pascagoula","Hancock County","Kiln",8780,980,0.0058,-0.0002,-0.0446,2269
2019-12-31,"21619","MD","Baltimore-Columbia-Towson","Queen Annes County","Chester",8781,1800,-0.018,-0.0295,-0.0408,3268
2019-12-31,"31779","GA",,"Mitchell County","Pelham",8782,970,-0.013,-0.0035,0.0301,2355
2019-12-31,"94572","CA","San Francisco-Oakland-Hayward","Contra Costa County","Rodeo",8783,2720,0.0053,0.0042,0.0166,4597
2019-12-31,"77864","TX",,"Madison County","Madisonville",8784,1330,0.0098,0.0214,0.0461,1210
2019-12-31,"43515","OH","Toledo","Fulton County","Delta",8785,980,0.01,-0.0078,0.0017,2350
2019-12-31,"82201","WY",,"Platte County","Wheatland",8786,1050,0.0233,0.0079,0.1444,2731
2019-12-31,"24013","VA","Roanoke","Roanoke City","Roanoke",8787,740,-0.0033,-0.0324,-0.0987,3026
2019-12-31,"72734","AR","Fayetteville-Springdale-Rogers","Benton County","Gentry",8788,1030,-0.004,0.0013,0.0269,1465
2019-12-31,"71328","LA","Alexandria","Rapides Parish","Deville",8789,860,-0.0155,-0.0321,-0.0697,1179
2019-12-31,"92359","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Mentone",8790,1800,-0.0033,-0.0152,0.0347,2586
2019-12-31,"08869","NJ","New York-Newark-Jersey City","Somerset County","Raritan",8791,2190,0.0113,0.0073,0.0352,2227
2019-12-31,"06052","CT","Hartford-West Hartford-East Hartford","Hartford County","New Britain",8792,1170,-0.001,0.0043,0.0215,2675
2019-12-31,"19333","PA","Philadelphia-Camden-Wilmington","Chester County","Easttown Township",8793,1890,0.0031,0.038,0.0287,3053
2019-12-31,"16438","PA","Meadville","Crawford County","Canadohta Lake",8794,880,0.0117,0.0399,0.0637,1694
2019-12-31,"30002","GA","Atlanta-Sandy Springs-Roswell","Dekalb County","Avondale Estates",8795,1460,0.0097,0.0244,0.0732,2543
2019-12-31,"07421","NJ","New York-Newark-Jersey City","Passaic County","West Milford",8796,1710,-0.003,0.0097,0.0056,3677
2019-12-31,"08850","NJ","New York-Newark-Jersey City","Middlesex County","Milltown",8797,1560,-0.0174,-0.0332,-0.1704,2962
2019-12-31,"17032","PA","Harrisburg-Carlisle","Dauphin County","Halifax Township",8798,1090,0,0.0018,-0.0481,3125
2019-12-31,"77465","TX","Bay City","Matagorda County","Palacios",8799,1200,-0.0087,0.0139,-0.063,2639
2019-12-31,"78722","TX","Austin-Round Rock","Travis County","Austin",8800,1800,0.0019,0.0378,0.0774,3054
2019-12-31,"53018","WI","Milwaukee-Waukesha-West Allis","Waukesha County","Delafield",8801,1700,0.0232,0.0469,0.0006,1777
2019-12-31,"65018","MO","Jefferson City","Moniteau County","California",8802,990,0.0248,0.0402,0.0683,2600
2019-12-31,"13856","NY",,"Delaware County","Town of Walton",8803,1450,0.0128,-0.0111,-0.024,3001
2019-12-31,"76043","TX","Dallas-Fort Worth-Arlington","Somervell County","Glen Rose",8804,1390,0.0199,0.0112,0.0406,2423
2019-12-31,"82401","WY",,"Washakie County","Worland",8805,920,0.0091,-0.0075,-0.0038,2790
2019-12-31,"35952","AL","Birmingham-Hoover","Blount County","Snead",8806,830,-0.0126,0.0021,0.0706,2015
2019-12-31,"65240","MO","Columbia","Boone County","Centralia",8807,860,0.0052,0.0489,-0.0335,3307
2019-12-31,"75210","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",8808,1130,0.0171,0.0492,-0.0169,2006
2019-12-31,"76634","TX",,"Bosque County","Clifton",8809,1200,-0.0107,0.0109,0.01,3365
2019-12-31,"93622","CA","Fresno","Fresno County","Firebaugh",8810,1370,0.0081,0.0347,0.0603,1550
2019-12-31,"28759","NC","Asheville","Henderson County","Mills River",8811,1510,-0.0135,-0.0304,-0.0281,2761
2019-12-31,"17349","PA","York-Hanover","York County","New Freedom",8812,1330,0.0174,0.0329,-0.0058,3114
2019-12-31,"29835","SC",,"McCormick County","Mc Cormick",8813,1170,-0.0037,-0.0303,0.0654,1667
2019-12-31,"55045","MN","Minneapolis-St. Paul-Bloomington","Chisago County","Lindstrom",8814,1440,0.0119,0.0515,0.0251,2969
2019-12-31,"37034","TN","Lewisburg","Marshall County","Chapel Hill",8815,1180,-0.0044,-0.0146,-0.0015,3058
2019-12-31,"44255","OH","Akron","Portage County","Mantua",8816,980,-0.0047,-0.0591,-0.0214,2456
2019-12-31,"17038","PA","Lebanon","Lebanon County","Union Township",8817,1020,0.0033,-0.0145,0.0292,2775
2019-12-31,"81303","CO","Durango","La Plata County","Durango",8818,1610,-0.0136,-0.0309,-0.039,2832
2019-12-31,"78616","TX","Austin-Round Rock","Bastrop County","Cedar Creek",8819,1340,0.0285,-0.0093,-0.013,1315
2019-12-31,"18034","PA","Allentown-Bethlehem-Easton","Lehigh County","Upper Saucon Township",8820,1770,-0.014,-0.0332,0.1024,3134
2019-12-31,"75457","TX",,"Franklin County","Mount Vernon",8821,1400,0.0084,-0.0246,-0.0558,2011
2019-12-31,"15126","PA","Pittsburgh","Allegheny County","Imperial-Enlow",8822,1100,-0.0002,0.0497,0.1122,2825
2019-12-31,"37708","TN","Morristown","Hamblen County","Morristown",8823,930,-0.0019,-0.0087,0.0382,2467
2019-12-31,"36323","AL","Enterprise","Coffee County","Elba",8824,1030,0.0111,0.0826,0.1027,2444
2019-12-31,"01473","MA","Worcester","Worcester County","Westminster",8825,1410,-0.0004,0.0107,0.035,3384
2019-12-31,"74044","OK","Tulsa","Creek County","Mannford",8826,950,0.0125,0.0485,0.0923,1886
2019-12-31,"51334","IA",,"Emmet County","Estherville",8827,770,-0.0187,-0.0256,-0.0246,3107
2019-12-31,"95327","CA","Sonora","Tuolumne County","Jamestown",8828,1520,-0.0061,0.0637,0.0072,3105
2019-12-31,"28782","NC",,"Polk County","Tryon",8829,1340,-0.0219,-0.0204,0.0325,3669
2019-12-31,"70090","LA","New Orleans-Metairie","Saint James Parish","Vacherie",8830,1170,-0.0083,-0.0268,-0.1059,1917
2019-12-31,"43832","OH","New Philadelphia-Dover","Tuscarawas County","Newcomerstown",8831,760,-0.0115,-0.0376,0.0829,2667
2019-12-31,"42129","KY","Glasgow","Metcalfe County","Edmonton",8832,840,0.0131,0.0355,-0.0086,1718
2019-12-31,"98249","WA","Oak Harbor","Island County","Freeland",8833,1800,0.0026,0.0176,0.0469,2801
2019-12-31,"62205","IL","St. Louis","Saint Clair County","East Saint Louis",8834,730,-0.012,0.0265,-0.0014,2919
2019-12-31,"02338","MA","Boston-Cambridge-Newton","Plymouth County","Halifax",8835,1910,-0.0027,0.0118,0.0823,2903
2019-12-31,"10930","NY","New York-Newark-Jersey City","Orange County","Woodbury",8836,1810,0.015,0.0171,-0.0093,3516
2019-12-31,"14470","NY","Rochester","Orleans County","Murray",8837,1320,-0.0158,-0.0542,-0.0226,2766
2019-12-31,"68117","NE","Omaha-Council Bluffs","Douglas County","Omaha",8838,1030,-0.0089,-0.0017,0.0285,3096
2019-12-31,"34602","FL","Tampa-St. Petersburg-Clearwater","Hernando County","Brooksville",8839,1270,0.0165,0.0484,0.0566,3370
2019-12-31,"45430","OH","Dayton","Greene County","Beavercreek",8840,1380,-0.0285,-0.0179,-0.0087,2866
2019-12-31,"23168","VA","Virginia Beach-Norfolk-Newport News","James City County","Toano",8841,1440,-0.02,-0.0347,-0.063,4737
2019-12-31,"03049","NH","Manchester-Nashua","Hillsborough County","Hollis",8842,1620,-0.0271,-0.0444,-0.0331,3469
2019-12-31,"08312","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Clayton",8843,1510,0.0069,0.0164,0.0046,2650
2019-12-31,"49046","MI","Grand Rapids-Wyoming","Barry County","Delton",8844,1070,-0.0033,-0.0053,-0.0362,3049
2019-12-31,"01833","MA","Boston-Cambridge-Newton","Essex County","Georgetown",8845,1900,-0.0077,-0.0012,0.0439,2740
2019-12-31,"32040","FL","Jacksonville","Baker County","Glen Saint Mary",8846,1390,0.018,0.0275,-0.0503,1572
2019-12-31,"33762","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Feather Sound",8847,1400,0.0086,0.0193,0.0071,3352
2019-12-31,"39476","MS","Hattiesburg","Perry County","Richton",8848,950,0.0238,0.0509,-0.0208,1473
2019-12-31,"63016","MO","St. Louis","Jefferson County","Cedar Hill",8849,940,-0.0006,0.0522,0.0433,2937
2019-12-31,"06035","CT","Hartford-West Hartford-East Hartford","Hartford County","Granby",8850,1450,-0.0053,-0.0318,0.005,3200
2019-12-31,"75440","TX",,"Rains County","Emory",8851,1350,0.0008,-0.0031,0.0319,2018
2019-12-31,"02814","RI","Providence-Warwick","Providence County","Glocester",8852,1310,-0.0253,-0.0473,-0.0233,3163
2019-12-31,"14057","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Town of Eden",8853,1020,0.0007,0.0049,-0.0115,3300
2019-12-31,"98247","WA","Bellingham","Whatcom County","Everson",8854,1750,0.0274,0.0744,0.0826,2511
2019-12-31,"10923","NY","New York-Newark-Jersey City","Rockland County","West Haverstraw",8855,2020,0.0045,0.0358,-0.0325,2506
2019-12-31,"19311","PA","Philadelphia-Camden-Wilmington","Chester County","Avondale",8856,1760,0.0005,0.017,0.0239,2745
2019-12-31,"17547","PA","Lancaster","Lancaster County","Marietta",8857,1150,-0.0108,-0.0239,-0.0127,2953
2019-12-31,"52349","IA","Cedar Rapids","Benton County","Vinton",8858,860,0.007,0.0338,-0.0062,2880
2019-12-31,"73105","OK","Oklahoma City","Oklahoma County","Oklahoma City",8859,860,0.0087,0.0338,0.0429,2062
2019-12-31,"36744","AL","Tuscaloosa","Hale County","Greensboro",8860,1060,0.0294,0.0619,0.1509,1233
2019-12-31,"26836","WV",,"Hardy County","Moorefield",8861,890,0.0192,0.0501,-0.0157,2160
2019-12-31,"28080","NC","Charlotte-Concord-Gastonia","Lincoln County","Iron Station",8862,1260,0.0156,0.0443,0.0495,2097
2019-12-31,"08035","NJ","Philadelphia-Camden-Wilmington","Camden County","Haddon Heights",8863,1470,0.0071,-0.0453,-0.0613,2791
2019-12-31,"60162","IL","Chicago-Naperville-Elgin","Cook County","Hillside",8864,1550,-0.009,-0.0051,0.0108,2924
2019-12-31,"41014","KY","Cincinnati","Kenton County","Covington",8865,960,-0.0035,0.0015,0.0516,2011
2019-12-31,"62207","IL","St. Louis","Saint Clair County","East Saint Louis",8866,750,0.003,0.0386,0.0227,2093
2019-12-31,"01240","MA","Pittsfield","Berkshire County","Lenox",8867,1550,0.0146,0.0145,-0.0894,2609
2019-12-31,"93286","CA","Visalia-Porterville","Tulare County","Woodlake",8868,1160,0.0217,0.0593,0.1035,1926
2019-12-31,"28398","NC",,"Duplin County","Warsaw",8869,930,0.0015,0.0209,0.0369,1840
2019-12-31,"36603","AL","Mobile","Mobile County","Mobile",8870,870,0.0151,0.0376,0.0581,2341
2019-12-31,"46124","IN","Indianapolis-Carmel-Anderson","Johnson County","Edinburgh",8871,1100,-0.012,0.0399,0.0215,2473
2019-12-31,"17368","PA","York-Hanover","York County","Lower Windsor Township",8872,1160,-0.0135,-0.0158,0.024,2781
2019-12-31,"29123","SC","Columbia","Lexington County","Pelion",8873,1170,-0.0024,-0.0123,0.1189,1136
2019-12-31,"01564","MA","Worcester","Worcester County","Sterling",8874,1420,-0.0156,-0.0379,-0.0296,3167
2019-12-31,"62232","IL","St. Louis","Saint Clair County","Caseyville",8875,800,0.0092,0.02,-0.0284,2682
2019-12-31,"38967","MS",,"Montgomery County","Winona",8876,870,0.0125,0.0401,-0.0221,2248
2019-12-31,"73084","OK","Oklahoma City","Oklahoma County","Oklahoma City",8877,830,-0.0049,0.0215,-0.0483,2655
2019-12-31,"30646","GA","Athens-Clarke County","Madison County","Hull",8878,1230,0.0169,0.0027,0.01,2573
2019-12-31,"95012","CA","Salinas","Monterey County","Castroville",8879,2560,-0.0003,0.0046,0.0491,1672
2019-12-31,"12946","NY",,"Essex County","Lake Placid",8880,1830,-0.0251,-0.0472,-0.0449,5675
2019-12-31,"32347","FL",,"Taylor County","Perry",8881,1300,0.0091,0.009,0.0446,1203
2019-12-31,"37030","TN","Nashville-Davidson--Murfreesboro--Franklin","Smith County","Carthage",8882,1010,-0.0139,-0.02,0.0142,2586
2019-12-31,"93240","CA","Bakersfield","Kern County","Lake Isabella",8883,1010,0.0015,0.0242,0.0173,2089
2019-12-31,"28127","NC",,"Montgomery County","New London",8884,950,-0.0101,-0.0223,0.0055,4406
2019-12-31,"92567","CA","Riverside-San Bernardino-Ontario","Riverside County","Nuevo",8885,2000,-0.0056,-0.0204,0.06,1959
2019-12-31,"95832","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",8886,1640,0.0024,0.0185,0.0167,2971
2019-12-31,"03052","NH","Manchester-Nashua","Hillsborough County","Litchfield",8887,1660,-0.0173,-0.0279,-0.0188,3162
2019-12-31,"17043","PA","Harrisburg-Carlisle","Cumberland County","Lemoyne",8888,1250,-0.0092,0.0036,0.0044,2178
2019-12-31,"45226","OH","Cincinnati","Hamilton County","Cincinnati",8889,1560,0.0021,0.0465,0.0249,2431
2019-12-31,"96712","HI","Urban Honolulu","Honolulu County","Haleiwa",8890,2580,-0.0064,-0.0061,0.0138,2705
2019-12-31,"36522","AL","Mobile","Mobile County","Citronelle",8891,840,-0.0143,-0.0032,-0.0188,2234
2019-12-31,"38562","TN","Cookeville","Jackson County","Gainesboro",8892,980,0.0111,0.0337,0.0584,2433
2019-12-31,"07645","NJ","New York-Newark-Jersey City","Bergen County","Montvale",8893,2300,0.0077,-0.0233,-0.0337,3142
2019-12-31,"19033","PA","Philadelphia-Camden-Wilmington","Delaware County","Folsom",8894,1410,0.0061,0.0266,0.0589,2810
2019-12-31,"36310","AL","Dothan","Henry County","Abbeville",8895,890,0.0141,0.0481,-0.003,2505
2019-12-31,"44233","OH","Cleveland-Elyria","Medina County","Hinckley",8896,1590,-0.0114,-0.0125,-0.0351,3235
2019-12-31,"48616","MI","Saginaw","Saginaw County","Chesaning",8897,850,0.0108,0.0692,0.0921,2484
2019-12-31,"95065","CA","Santa Cruz-Watsonville","Santa Cruz County","Santa Cruz",8898,3290,0.0146,-0.0083,-0.0204,2509
2019-12-31,"01267","MA","Pittsfield","Berkshire County","Williamstown",8899,1250,-0.02,-0.0382,0.0219,2477
2019-12-31,"44827","OH","Bucyrus","Crawford County","Crestline",8900,770,-0.02,0.0107,-0.0209,2642
2019-12-31,"77480","TX","Houston-The Woodlands-Sugar Land","Brazoria County","Sweeny",8901,1360,-0.0005,-0.0696,-0.0974,2616
2019-12-31,"24550","VA","Lynchburg","Campbell County","Evington",8902,920,0.0108,0.0303,-0.0375,2624
2019-12-31,"37074","TN","Nashville-Davidson--Murfreesboro--Franklin","Trousdale County","Hartsville",8903,1000,-0.0205,-0.0271,-0.0617,2432
2019-12-31,"64034","MO","Kansas City","Jackson County","Greenwood",8904,1090,0.0082,0.0197,-0.0079,3357
2019-12-31,"37187","TN","Nashville-Davidson--Murfreesboro--Franklin","Dickson County","White Bluff",8905,1100,0.0254,-0.0314,-0.0537,2773
2019-12-31,"55386","MN","Minneapolis-St. Paul-Bloomington","Carver County","Victoria",8906,1910,-0.0099,-0.0123,-0.055,3309
2019-12-31,"95119","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",8907,3280,-0.0004,-0.0321,-0.0295,3051
2019-12-31,"55920","MN","Rochester","Olmsted County","Byron",8908,1240,-0.0062,0.012,-0.0249,3083
2019-12-31,"26416","WV",,"Barbour County","Philippi",8909,860,0.0046,0.0292,0.0071,2981
2019-12-31,"84701","UT",,"Sevier County","Richfield",8910,1190,-0.0008,0.0153,0.0139,2911
2019-12-31,"53128","WI","Whitewater-Elkhorn","Walworth County","Pell Lake",8911,1370,-0.01,-0.0108,-0.0298,1046
2019-12-31,"03458","NH","Manchester-Nashua","Hillsborough County","Peterborough",8912,1590,0.0004,0.0281,0.0527,2853
2019-12-31,"17327","PA","York-Hanover","York County","Glen Rock",8913,1290,-0.0017,0.0316,0.0193,2460
2019-12-31,"07403","NJ","New York-Newark-Jersey City","Passaic County","Bloomingdale",8914,1670,-0.0052,0.0032,-0.0159,2732
2019-12-31,"61010","IL","Rochelle","Ogle County","Byron",8915,1260,-0.0277,0.0212,0.0595,2527
2019-12-31,"98388","WA","Seattle-Tacoma-Bellevue","Pierce County","Steilacoom",8916,1720,0.0008,0.0274,0.0518,2587
2019-12-31,"23141","VA","Richmond","New Kent County","Quinton",8917,1430,-0.0078,0.0096,0.0184,3688
2019-12-31,"40359","KY",,"Owen County","Owenton",8918,960,0.0008,0.0257,0.0378,1908
2019-12-31,"37037","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Christiana",8919,1430,0.0166,0.0594,0.0337,5039
2019-12-31,"86046","AZ","Flagstaff","Coconino County","Williams",8920,1430,0.0037,-0.0034,-0.0642,2415
2019-12-31,"34614","FL","Tampa-St. Petersburg-Clearwater","Hernando County","Brooksville",8921,1320,0.0122,0.0433,0.0519,3003
2019-12-31,"25438","WV","Washington-Arlington-Alexandria","Jefferson County","Ranson",8922,1290,0.0071,0.0136,-0.0135,2816
2019-12-31,"41040","KY","Cincinnati","Pendleton County","Falmouth",8923,940,-0.0137,0.0276,-0.0001,1684
2019-12-31,"37752","TN",,"Claiborne County","Harrogate",8924,980,0.0067,-0.0131,0.0341,2369
2019-12-31,"02835","RI","Providence-Warwick","Newport County","Jamestown",8925,2280,-0.0197,-0.048,0.0909,2970
2019-12-31,"46034","IN","Indianapolis-Carmel-Anderson","Hamilton County","Cicero",8926,1380,-0.02,-0.0342,-0.016,2846
2019-12-31,"17059","PA",,"Juniata County","Fermanagh Township",8927,990,-0.0082,-0.0299,-0.0086,2133
2019-12-31,"83861","ID",,"Benewah County","Saint Maries",8928,1140,-0.0039,0.0125,0.0258,2943
2019-12-31,"36607","AL","Mobile","Mobile County","Mobile",8929,790,0.0064,0.0061,-0.0312,2669
2019-12-31,"29477","SC","Charleston-North Charleston","Dorchester County","Saint George",8930,1430,0.0206,0.0255,0.1021,1799
2019-12-31,"06085","CT","Hartford-West Hartford-East Hartford","Hartford County","Farmington",8931,1330,-0.0129,-0.0184,-0.0149,4802
2019-12-31,"48158","MI","Ann Arbor","Washtenaw County","Manchester",8932,1420,-0.0146,-0.0139,-0.0468,2215
2019-12-31,"73077","OK",,"Noble County","Perry",8933,850,-0.0006,-0.0063,0.0149,2621
2019-12-31,"28605","NC","Boone","Watauga County","Blowing Rock",8934,1610,-0.0005,0.0507,0.05,5463
2019-12-31,"84042","UT","Provo-Orem","Utah County","Lindon",8935,1460,-0.0104,0.0163,0.04,2445
2019-12-31,"50213","IA",,"Clarke County","Osceola",8936,840,-0.0021,-0.0112,-0.0424,2540
2019-12-31,"08090","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Oak Valley",8937,1610,-0.0011,0.0269,0.0498,3183
2019-12-31,"68333","NE",,"Saline County","Crete",8938,690,-0.0197,-0.0198,-0.1061,2145
2019-12-31,"74020","OK","Tulsa","Pawnee County","Cleveland",8939,880,-0.0001,0.002,0.0004,2596
2019-12-31,"03042","NH","Boston-Cambridge-Newton","Rockingham County","Epping",8940,1810,-0.0103,-0.003,0.0307,2906
2019-12-31,"23517","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",8941,1310,-0.0009,0.0238,-0.0021,1822
2019-12-31,"18069","PA","Allentown-Bethlehem-Easton","Lehigh County","North Whitehall Township",8942,1520,0.0149,0.0609,0.0408,2800
2019-12-31,"20181","VA","Washington-Arlington-Alexandria","Prince William County","Nokesville",8943,2000,-0.0058,-0.009,-0.0358,3477
2019-12-31,"50662","IA",,"Fayette County","Oelwein",8944,750,-0.0082,-0.0194,-0.0265,3064
2019-12-31,"55944","MN","Rochester","Dodge County","Kasson",8945,1280,-0.012,-0.0125,-0.0165,2805
2019-12-31,"80816","CO","Colorado Springs","Teller County","Florissant",8946,1600,0.0055,0.0269,0.0667,3603
2019-12-31,"74834","OK","Oklahoma City","Lincoln County","Chandler",8947,930,0.0005,0.0114,0.0077,2506
2019-12-31,"61616","IL","Peoria","Peoria County","Peoria Heights",8948,770,0.0085,0.0102,0.0219,2553
2019-12-31,"73750","OK",,"Kingfisher County","Kingfisher",8949,1070,-0.0062,0.0061,0.0786,2354
2019-12-31,"47396","IN","Muncie","Delaware County","Yorktown",8950,920,0.0036,0.0179,-0.0141,3051
2019-12-31,"83856","ID","Sandpoint","Bonner County","Priest River",8951,1270,-0.0278,-0.0932,-0.0219,3365
2019-12-31,"03885","NH","Boston-Cambridge-Newton","Rockingham County","Stratham",8952,2100,0.0191,0.0155,0.1086,3346
2019-12-31,"03811","NH","Boston-Cambridge-Newton","Rockingham County","Atkinson",8953,2100,0.0134,-0.0132,0.0463,3089
2019-12-31,"38485","TN",,"Wayne County","Waynesboro",8954,970,0.0195,0.0379,0.0361,2126
2019-12-31,"33043","FL","Key West","Monroe County","Big Pine Key",8955,2960,-0.0137,-0.0282,-0.0374,2777
2019-12-31,"45661","OH",,"Pike County","Piketon",8956,900,-0.0094,-0.024,0.026,1611
2019-12-31,"93921","CA","Salinas","Monterey County","Carmel-by-the-Sea",8957,3290,-0.0271,0.0063,0.0141,1654
2019-12-31,"13029","NY","Syracuse","Onondaga County","Town Of Cicero",8958,1180,0.0009,-0.0086,-0.0278,3086
2019-12-31,"72638","AR",,"Carroll County","Green Forest",8959,820,-0.0263,-0.016,-0.0626,2079
2019-12-31,"71646","AR",,"Ashley County","Hamburg",8960,770,-0.0192,0.0205,-0.007,1986
2019-12-31,"85194","AZ","Phoenix-Mesa-Scottsdale","Pinal County","Casa Grande",8961,1350,0.0094,0.0345,0.0827,2704
2019-12-31,"46392","IN","Chicago-Naperville-Elgin","Jasper County","Wheatfield",8962,1110,0.0028,0.0205,0.0412,2612
2019-12-31,"77547","TX","Houston-The Woodlands-Sugar Land","Harris County","Galena Park",8963,1210,0.0055,0.0074,-0.0518,2613
2019-12-31,"45217","OH","Cincinnati","Hamilton County","Saint Bernard",8964,1010,-0.0062,0.0191,0.0217,2197
2019-12-31,"73103","OK","Oklahoma City","Oklahoma County","Oklahoma City",8965,890,-0.0103,0.0129,0.05,1656
2019-12-31,"96791","HI","Urban Honolulu","Honolulu County","Waialua",8966,2320,-0.0132,-0.0263,-0.0232,2677
2019-12-31,"27571","NC","Raleigh","Wake County","Rolesville",8967,1480,-0.0022,0.014,0.0154,3432
